A,B,C,Livre,edge_AB,edge_AC,edge_BC,check,Clé_trio,Uniques?,Family_A,Color_A,Family_B,Color_B,Family_C,Color_C
Almond,Anise,Saffron,I,Almond|Anise,Almond|Saffron,Anise|Saffron,TRUE,Almond|Anise|Saffron,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Green & Grassy,#a8b163
Almond,Anise,Shellfish,I,Almond|Anise,Almond|Shellfish,Anise|Shellfish,TRUE,Almond|Anise|Shellfish,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Marine,#35a8ad
Almond,Anise,Coconut,I,Almond|Anise,Almond|Coconut,Anise|Coconut,TRUE,Almond|Anise|Coconut,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172
Almond,Anise,Asparagus,I,Almond|Anise,Almond|Asparagus,Anise|Asparagus,TRUE,Almond|Anise|Asparagus,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643
Almond,Anise,Lamb,I,Almond|Anise,Almond|Lamb,Anise|Lamb,TRUE,Almond|Anise|Lamb,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Roasted ; Caramel roasted,#f2748b
Almond,Anise,Fig,I,Almond|Anise,Almond|Fig,Anise|Fig,TRUE,Almond|Anise|Fig,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Anise,Oily Fish,I,Almond|Anise,Almond|Oily Fish,Anise|Oily Fish,TRUE,Almond|Anise|Oily Fish,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b
Almond,Anise,Rhubarb,I,Almond|Anise,Almond|Rhubarb,Anise|Rhubarb,TRUE,Almond|Anise|Rhubarb,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b
Almond,Anise,Melon,I,Almond|Anise,Almond|Melon,Anise|Melon,TRUE,Almond|Anise|Melon,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Citrussy ; Zesty woody,#f3d45b
Almond,Anise,Grape,I,Almond|Anise,Almond|Grape,Anise|Grape,TRUE,Almond|Anise|Grape,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b
Almond,Anise,Hard Cheese,I,Almond|Anise,Almond|Hard Cheese,Anise|Hard Cheese,TRUE,Almond|Anise|Hard Cheese,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Cheesy,#f7e596
Almond,Anise,Banana,I,Almond|Anise,Almond|Banana,Anise|Banana,TRUE,Almond|Anise|Banana,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Brine & Salt,#c3d7d3
Almond,Anise,Apple,I,Almond|Anise,Almond|Apple,Anise|Apple,TRUE,Almond|Anise|Apple,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643
Almond,Anise,Olive,I,Almond|Anise,Almond|Olive,Anise|Olive,TRUE,Almond|Anise|Olive,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b
Almond,Anise,Lemon,I,Almond|Anise,Almond|Lemon,Anise|Lemon,TRUE,Almond|Anise|Lemon,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Roasted ; Caramel roasted,#f2748b
Almond,Anise,Pear,I,Almond|Anise,Almond|Pear,Anise|Pear,TRUE,Almond|Anise|Pear,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b
Almond,Cranberry,Prune,II,Almond|Cranberry,Almond|Prune,Cranberry|Prune,TRUE,Almond|Cranberry|Prune,3,Woodland ; Prunus,#807643,Floral fruity,#902530,Dried fruit,#b3514b
Almond,Cranberry,Quince,II,Almond|Cranberry,Almond|Quince,Cranberry|Quince,TRUE,Almond|Cranberry|Quince,3,Woodland ; Prunus,#807643,Floral fruity,#902530,Sour fruity,#f7cf4c
Almond,Cranberry,Orange,mixed,Almond|Cranberry,Almond|Orange,Cranberry|Orange,TRUE,Almond|Cranberry|Orange,3,Woodland ; Prunus,#807643,Floral fruity,#902530,Citrussy ; Sour fruity,#f3d45b
Almond,Cranberry,Honey,II,Almond|Cranberry,Almond|Honey,Cranberry|Honey,TRUE,Almond|Cranberry|Honey,3,Woodland ; Prunus,#807643,Floral fruity,#902530,Flower & meadow,#e78538
Almond,Cranberry,Ginger,mixed,Almond|Cranberry,Almond|Ginger,Cranberry|Ginger,TRUE,Almond|Cranberry|Ginger,3,Woodland ; Prunus,#807643,Floral fruity,#902530,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Cherry,Hazelnut,I,Almond|Cherry,Almond|Hazelnut,Cherry|Hazelnut,TRUE,Almond|Cherry|Hazelnut,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Woodland,#807642
Almond,Cherry,Chocolate,I,Almond|Cherry,Almond|Chocolate,Cherry|Chocolate,TRUE,Almond|Cherry|Chocolate,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Green & Grassy ; Light green,#a8b172
Almond,Cherry,Cinnamon,I,Almond|Cherry,Almond|Cinnamon,Cherry|Cinnamon,TRUE,Almond|Cherry|Cinnamon,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Green & Grassy ; Light green,#a8b172
Almond,Cherry,Coconut,I,Almond|Cherry,Almond|Coconut,Cherry|Coconut,TRUE,Almond|Cherry|Coconut,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Green & Grassy ; Light green,#a8b172
Almond,Cherry,Peach,I,Almond|Cherry,Almond|Peach,Cherry|Peach,TRUE,Almond|Cherry|Peach,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Creamy Fruity,#f1bac5
Almond,Cherry,Lamb,I,Almond|Cherry,Almond|Lamb,Cherry|Lamb,TRUE,Almond|Cherry|Lamb,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Roasted ; Caramel roasted,#f2748b
Almond,Cherry,Coffee,I,Almond|Cherry,Almond|Coffee,Cherry|Coffee,TRUE,Almond|Cherry|Coffee,3,Woodland ; Prunus,#807643,Fresh Fruity,#f2748b,Green & Grassy ; Light green,#a8b172
Almond,Plum,Prune,II,Almond|Plum,Almond|Prune,Plum|Prune,TRUE,Almond|Plum|Prune,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Dried fruit,#b3514b
Almond,Plum,Raisin,II,Almond|Plum,Almond|Raisin,Plum|Raisin,TRUE,Almond|Plum|Raisin,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Dried fruit,#b3514b
Almond,Plum,Poppy Seed,II,Almond|Plum,Almond|Poppy Seed,Plum|Poppy Seed,TRUE,Almond|Plum|Poppy Seed,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Sulphurous ; Cruciferous,#f8dc6a
Almond,Blackcurrant,Chocolate,I,Almond|Blackcurrant,Almond|Chocolate,Blackcurrant|Chocolate,TRUE,Almond|Blackcurrant|Chocolate,3,Woodland ; Prunus,#807643,Bramble & Hedge,#894348,Green & Grassy ; Light green,#a8b172
Almond,Blackcurrant,Coffee,I,Almond|Blackcurrant,Almond|Coffee,Blackcurrant|Coffee,TRUE,Almond|Blackcurrant|Coffee,3,Woodland ; Prunus,#807643,Bramble & Hedge,#894348,Green & Grassy ; Light green,#a8b172
Almond,Strawberry,White Chocolate,I,Almond|Strawberry,Almond|White Chocolate,Strawberry|White Chocolate,TRUE,Almond|Strawberry|White Chocolate,3,Woodland ; Prunus,#807643,Sulphurous ; Allium,#f8dc6a,Floral Fruity,#c64561
Almond,Chicken,Chilli,I,Almond|Chicken,Almond|Chilli,Chicken|Chilli,TRUE,Almond|Chicken|Chilli,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Green & Grassy ; Light green,#a8b172
Almond,Chicken,Hazelnut,I,Almond|Chicken,Almond|Hazelnut,Chicken|Hazelnut,TRUE,Almond|Chicken|Hazelnut,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Woodland,#807642
Almond,Chicken,Lemon,I,Almond|Chicken,Almond|Lemon,Chicken|Lemon,TRUE,Almond|Chicken|Lemon,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Roasted ; Caramel roasted,#f2748b
Almond,Chicken,Pear,I,Almond|Chicken,Almond|Pear,Chicken|Pear,TRUE,Almond|Chicken|Pear,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Fresh Fruity,#f2748b
Almond,Chicken,Grape,I,Almond|Chicken,Almond|Grape,Chicken|Grape,TRUE,Almond|Chicken|Grape,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Fresh Fruity,#f2748b
Almond,Chicken,Saffron,I,Almond|Chicken,Almond|Saffron,Chicken|Saffron,TRUE,Almond|Chicken|Saffron,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Green & Grassy,#a8b163
Almond,Chicken,Rose,I,Almond|Chicken,Almond|Rose,Chicken|Rose,TRUE,Almond|Chicken|Rose,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Floral Fruity,#c64557
Almond,Chicken,Shellfish,I,Almond|Chicken,Almond|Shellfish,Chicken|Shellfish,TRUE,Almond|Chicken|Shellfish,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Marine,#35a8ad
Almond,Chicken,Coconut,I,Almond|Chicken,Almond|Coconut,Chicken|Coconut,TRUE,Almond|Chicken|Coconut,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Green & Grassy ; Light green,#a8b172
Almond,Chicken,Hard Cheese,I,Almond|Chicken,Almond|Hard Cheese,Chicken|Hard Cheese,TRUE,Almond|Chicken|Hard Cheese,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Cheesy,#f7e596
Almond,Chicken,Garlic,I,Almond|Chicken,Almond|Garlic,Chicken|Garlic,TRUE,Almond|Chicken|Garlic,3,Woodland ; Prunus,#807643,Meaty,#b9656c,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Cinnamon,Poppy Seed,mixed,Almond|Cinnamon,Almond|Poppy Seed,Cinnamon|Poppy Seed,TRUE,Almond|Cinnamon|Poppy Seed,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sulphurous ; Cruciferous,#f8dc6a
Almond,Cinnamon,Honey,mixed,Almond|Cinnamon,Almond|Honey,Cinnamon|Honey,TRUE,Almond|Cinnamon|Honey,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Almond,Cinnamon,Cranberry,mixed,Almond|Cinnamon,Almond|Cranberry,Cinnamon|Cranberry,TRUE,Almond|Cinnamon|Cranberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Almond,Cinnamon,Plum,mixed,Almond|Cinnamon,Almond|Plum,Cinnamon|Plum,TRUE,Almond|Cinnamon|Plum,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Almond,Cinnamon,Prune,mixed,Almond|Cinnamon,Almond|Prune,Cinnamon|Prune,TRUE,Almond|Cinnamon|Prune,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Cinnamon,Strawberry,I,Almond|Cinnamon,Almond|Strawberry,Cinnamon|Strawberry,TRUE,Almond|Cinnamon|Strawberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Almond,Cinnamon,Orange,I,Almond|Cinnamon,Almond|Orange,Cinnamon|Orange,TRUE,Almond|Cinnamon|Orange,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Almond,Cinnamon,Elderberry,mixed,Almond|Cinnamon,Almond|Elderberry,Cinnamon|Elderberry,TRUE,Almond|Cinnamon|Elderberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Almond,Cinnamon,Coconut,I,Almond|Cinnamon,Almond|Coconut,Cinnamon|Coconut,TRUE,Almond|Cinnamon|Coconut,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172
Almond,Cinnamon,Lamb,I,Almond|Cinnamon,Almond|Lamb,Cinnamon|Lamb,TRUE,Almond|Cinnamon|Lamb,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Almond,Cinnamon,Fig,I,Almond|Cinnamon,Almond|Fig,Cinnamon|Fig,TRUE,Almond|Cinnamon|Fig,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Cinnamon,Coffee,I,Almond|Cinnamon,Almond|Coffee,Cinnamon|Coffee,TRUE,Almond|Cinnamon|Coffee,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172
Almond,Cinnamon,Raisin,mixed,Almond|Cinnamon,Almond|Raisin,Cinnamon|Raisin,TRUE,Almond|Cinnamon|Raisin,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Cinnamon,Ginger,I,Almond|Cinnamon,Almond|Ginger,Cinnamon|Ginger,TRUE,Almond|Cinnamon|Ginger,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Cinnamon,Green Bean,mixed,Almond|Cinnamon,Almond|Green Bean,Cinnamon|Green Bean,TRUE,Almond|Cinnamon|Green Bean,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dark green,#2f3f33
Almond,Cinnamon,Quince,mixed,Almond|Cinnamon,Almond|Quince,Cinnamon|Quince,TRUE,Almond|Cinnamon|Quince,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sour fruity,#f7cf4c
Almond,Cinnamon,Pear,I,Almond|Cinnamon,Almond|Pear,Cinnamon|Pear,TRUE,Almond|Cinnamon|Pear,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Almond,Cinnamon,Pine Nut,mixed,Almond|Cinnamon,Almond|Pine Nut,Cinnamon|Pine Nut,TRUE,Almond|Cinnamon|Pine Nut,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Almond,Chocolate,Pistachio,mixed,Almond|Chocolate,Almond|Pistachio,Chocolate|Pistachio,TRUE,Almond|Chocolate|Pistachio,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Light green,#65904b
Almond,Chocolate,Honey,mixed,Almond|Chocolate,Almond|Honey,Chocolate|Honey,TRUE,Almond|Chocolate|Honey,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Almond,Chocolate,Rosemary,I,Almond|Chocolate,Almond|Rosemary,Chocolate|Rosemary,TRUE,Almond|Chocolate|Rosemary,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Bramble & Hedge,#894343
Almond,Chocolate,Prune,mixed,Almond|Chocolate,Almond|Prune,Chocolate|Prune,TRUE,Almond|Chocolate|Prune,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Chocolate,Strawberry,I,Almond|Chocolate,Almond|Strawberry,Chocolate|Strawberry,TRUE,Almond|Chocolate|Strawberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Almond,Chocolate,Cinnamon,I,Almond|Chocolate,Almond|Cinnamon,Chocolate|Cinnamon,TRUE,Almond|Chocolate|Cinnamon,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172
Almond,Chocolate,Orange,I,Almond|Chocolate,Almond|Orange,Chocolate|Orange,TRUE,Almond|Chocolate|Orange,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Almond,Chocolate,Coconut,I,Almond|Chocolate,Almond|Coconut,Chocolate|Coconut,TRUE,Almond|Chocolate|Coconut,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172
Almond,Chocolate,Fig,I,Almond|Chocolate,Almond|Fig,Chocolate|Fig,TRUE,Almond|Chocolate|Fig,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Chocolate,Coffee,I,Almond|Chocolate,Almond|Coffee,Chocolate|Coffee,TRUE,Almond|Chocolate|Coffee,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172
Almond,Chocolate,Hazelnut,I,Almond|Chocolate,Almond|Hazelnut,Chocolate|Hazelnut,TRUE,Almond|Chocolate|Hazelnut,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Woodland,#807642
Almond,Chocolate,Raisin,mixed,Almond|Chocolate,Almond|Raisin,Chocolate|Raisin,TRUE,Almond|Chocolate|Raisin,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Chocolate,Raspberry,I,Almond|Chocolate,Almond|Raspberry,Chocolate|Raspberry,TRUE,Almond|Chocolate|Raspberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64555
Almond,Chocolate,Rose,I,Almond|Chocolate,Almond|Rose,Chocolate|Rose,TRUE,Almond|Chocolate|Rose,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64557
Almond,Chocolate,Ginger,I,Almond|Chocolate,Almond|Ginger,Chocolate|Ginger,TRUE,Almond|Chocolate|Ginger,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Chocolate,White Chocolate,I,Almond|Chocolate,Almond|White Chocolate,Chocolate|White Chocolate,TRUE,Almond|Chocolate|White Chocolate,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64561
Almond,Chocolate,Lemon,I,Almond|Chocolate,Almond|Lemon,Chocolate|Lemon,TRUE,Almond|Chocolate|Lemon,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Almond,Chocolate,Pear,I,Almond|Chocolate,Almond|Pear,Chocolate|Pear,TRUE,Almond|Chocolate|Pear,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Almond,Prune,Quince,II,Almond|Prune,Almond|Quince,Prune|Quince,TRUE,Almond|Prune|Quince,3,Woodland ; Prunus,#807643,Dried fruit,#b3514b,Sour fruity,#f7cf4c
Almond,Orange,Poppy Seed,mixed,Almond|Orange,Almond|Poppy Seed,Orange|Poppy Seed,TRUE,Almond|Orange|Poppy Seed,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a
Almond,Orange,Pistachio,mixed,Almond|Orange,Almond|Pistachio,Orange|Pistachio,TRUE,Almond|Orange|Pistachio,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Light green,#65904b
Almond,Orange,Plum,mixed,Almond|Orange,Almond|Plum,Orange|Plum,TRUE,Almond|Orange|Plum,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Prunus,#b8382f
Almond,Orange,Rosemary,I,Almond|Orange,Almond|Rosemary,Orange|Rosemary,TRUE,Almond|Orange|Rosemary,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Bramble & Hedge,#894343
Almond,Orange,Strawberry,I,Almond|Orange,Almond|Strawberry,Orange|Strawberry,TRUE,Almond|Orange|Strawberry,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a
Almond,Orange,Prune,mixed,Almond|Orange,Almond|Prune,Orange|Prune,TRUE,Almond|Orange|Prune,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Dried fruit,#b3514b
Almond,Orange,Saffron,I,Almond|Orange,Almond|Saffron,Orange|Saffron,TRUE,Almond|Orange|Saffron,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b163
Almond,Orange,Rhubarb,I,Almond|Orange,Almond|Rhubarb,Orange|Rhubarb,TRUE,Almond|Orange|Rhubarb,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Fresh Fruity,#f2748b
Almond,Orange,Raisin,mixed,Almond|Orange,Almond|Raisin,Orange|Raisin,TRUE,Almond|Orange|Raisin,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Dried fruit,#b3514b
Almond,Orange,Rose,I,Almond|Orange,Almond|Rose,Orange|Rose,TRUE,Almond|Orange|Rose,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Floral Fruity,#c64557
Almond,Orange,Peach,I,Almond|Orange,Almond|Peach,Orange|Peach,TRUE,Almond|Orange|Peach,3,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b,Creamy Fruity,#f1bac5
Almond,Elderberry,Raisin,II,Almond|Elderberry,Almond|Raisin,Elderberry|Raisin,TRUE,Almond|Elderberry|Raisin,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Dried fruit,#b3514b
Almond,Elderberry,Lemon,mixed,Almond|Elderberry,Almond|Lemon,Elderberry|Lemon,TRUE,Almond|Elderberry|Lemon,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Roasted ; Caramel roasted,#f2748b
Almond,Elderberry,Honey,II,Almond|Elderberry,Almond|Honey,Elderberry|Honey,TRUE,Almond|Elderberry|Honey,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Flower & meadow,#e78538
Almond,Elderberry,Fennel,II,Almond|Elderberry,Almond|Fennel,Elderberry|Fennel,TRUE,Almond|Elderberry|Fennel,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Light green,#65904b
Almond,Elderberry,Plum,II,Almond|Elderberry,Almond|Plum,Elderberry|Plum,TRUE,Almond|Elderberry|Plum,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Prunus,#b8382f
Almond,Elderberry,Ginger,mixed,Almond|Elderberry,Almond|Ginger,Elderberry|Ginger,TRUE,Almond|Elderberry|Ginger,3,Woodland ; Prunus,#807643,Prunus,#b8382f,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Fennel,Prune,II,Almond|Fennel,Almond|Prune,Fennel|Prune,TRUE,Almond|Fennel|Prune,3,Woodland ; Prunus,#807643,Light green,#65904b,Dried fruit,#b3514b
Almond,Fennel,Lemon,mixed,Almond|Fennel,Almond|Lemon,Fennel|Lemon,TRUE,Almond|Fennel|Lemon,3,Woodland ; Prunus,#807643,Light green,#65904b,Roasted ; Caramel roasted,#f2748b
Almond,Fennel,Orange,mixed,Almond|Fennel,Almond|Orange,Fennel|Orange,TRUE,Almond|Fennel|Orange,3,Woodland ; Prunus,#807643,Light green,#65904b,Citrussy ; Sour fruity,#f3d45b
Almond,Fennel,Honey,II,Almond|Fennel,Almond|Honey,Fennel|Honey,TRUE,Almond|Fennel|Honey,3,Woodland ; Prunus,#807643,Light green,#65904b,Flower & meadow,#e78538
Almond,Fennel,Pine Nut,II,Almond|Fennel,Almond|Pine Nut,Fennel|Pine Nut,TRUE,Almond|Fennel|Pine Nut,3,Woodland ; Prunus,#807643,Light green,#65904b,Sweet woody,#cf6a2d
Almond,Fennel,Leek,II,Almond|Fennel,Almond|Leek,Fennel|Leek,TRUE,Almond|Fennel|Leek,3,Woodland ; Prunus,#807643,Light green,#65904b,Roasted ; Caramel roasted,#f2748b
Almond,Fennel,Plum,II,Almond|Fennel,Almond|Plum,Fennel|Plum,TRUE,Almond|Fennel|Plum,3,Woodland ; Prunus,#807643,Light green,#65904b,Prunus,#b8382f
Almond,Fennel,Garlic,mixed,Almond|Fennel,Almond|Garlic,Fennel|Garlic,TRUE,Almond|Fennel|Garlic,3,Woodland ; Prunus,#807643,Light green,#65904b,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Saffron,Shellfish,I,Almond|Saffron,Almond|Shellfish,Saffron|Shellfish,TRUE,Almond|Saffron|Shellfish,3,Woodland ; Prunus,#807643,Green & Grassy,#a8b163,Marine,#35a8ad
Almond,Saffron,White Chocolate,I,Almond|Saffron,Almond|White Chocolate,Saffron|White Chocolate,TRUE,Almond|Saffron|White Chocolate,3,Woodland ; Prunus,#807643,Green & Grassy,#a8b163,Floral Fruity,#c64561
Almond,Coconut,Fenugreek,mixed,Almond|Coconut,Almond|Fenugreek,Coconut|Fenugreek,TRUE,Almond|Coconut|Fenugreek,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Almond,Coconut,Poppy Seed,mixed,Almond|Coconut,Almond|Poppy Seed,Coconut|Poppy Seed,TRUE,Almond|Coconut|Poppy Seed,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sulphurous ; Cruciferous,#f8dc6a
Almond,Coconut,Plum,mixed,Almond|Coconut,Almond|Plum,Coconut|Plum,TRUE,Almond|Coconut|Plum,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Almond,Coconut,Strawberry,I,Almond|Coconut,Almond|Strawberry,Coconut|Strawberry,TRUE,Almond|Coconut|Strawberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Almond,Coconut,Prune,mixed,Almond|Coconut,Almond|Prune,Coconut|Prune,TRUE,Almond|Coconut|Prune,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Coconut,Shellfish,I,Almond|Coconut,Almond|Shellfish,Coconut|Shellfish,TRUE,Almond|Coconut|Shellfish,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Marine,#35a8ad
Almond,Coconut,Raspberry,I,Almond|Coconut,Almond|Raspberry,Coconut|Raspberry,TRUE,Almond|Coconut|Raspberry,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64555
Almond,Coconut,Raisin,mixed,Almond|Coconut,Almond|Raisin,Coconut|Raisin,TRUE,Almond|Coconut|Raisin,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Almond,Coconut,White Chocolate,I,Almond|Coconut,Almond|White Chocolate,Coconut|White Chocolate,TRUE,Almond|Coconut|White Chocolate,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64561
Almond,Coconut,Lemon,I,Almond|Coconut,Almond|Lemon,Coconut|Lemon,TRUE,Almond|Coconut|Lemon,3,Woodland ; Prunus,#807643,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Almond,Asparagus,Lemon,I,Almond|Asparagus,Almond|Lemon,Asparagus|Lemon,TRUE,Almond|Asparagus|Lemon,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Roasted ; Caramel roasted,#f2748b
Almond,Asparagus,Orange,I,Almond|Asparagus,Almond|Orange,Asparagus|Orange,TRUE,Almond|Asparagus|Orange,3,Woodland ; Prunus,#807643,Woodland ; Prunus,#807643,Citrussy ; Sour fruity,#f3d45b
